challenge_id,user_id,team_id,id,ip,provided,type,date
31,108,,190,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:07:22.330726
18,19,,191,81.65.153.41,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:07:25.811840
10,44,,194,46.193.65.138,flag{Command_Injection},correct,2025-12-18 07:07:35.303591
7,35,,207,37.170.107.253,flag{Crawl_Master_2025},correct,2025-12-18 07:08:02.864899
10,69,,210,92.184.144.134,flag{Command_Injection},correct,2025-12-18 07:08:08.135952
31,80,,212,88.189.205.69,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:08:21.243853
31,54,,214,78.246.149.69,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:08:29.812938
22,37,,216,82.66.23.99,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:08:48.245107
25,79,,220,94.187.131.242,flag{prime_modulous_is_fun},correct,2025-12-18 07:09:03.960502
10,90,,222,104.28.42.22,flag{Command_Injection},correct,2025-12-18 07:09:11.977737
10,72,,223,212.195.246.65,flag{Command_Injection},correct,2025-12-18 07:09:23.259039
31,115,,225,82.66.23.99,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:09:29.009867
31,53,,230,82.126.174.122,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:09:49.504837
7,49,,231,80.215.225.100,flag{Crawl_Master_2025},correct,2025-12-18 07:09:53.844999
31,25,,234,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:10:14.029441
31,31,,235,93.9.127.6,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:10:14.091301
31,97,,238,176.128.48.221,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:10:28.869807
31,77,,244,77.159.232.243,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:10:42.868389
31,110,,248,91.166.134.37,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:10:55.416115
31,106,,252,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:11:00.276774
31,113,,255,185.132.134.104,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:11:02.710736
10,35,,257,37.170.107.253,flag{Command_Injection},correct,2025-12-18 07:11:12.141185
31,74,,258,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:11:15.098912
10,66,,259,80.214.148.53,flag{Command_Injection},correct,2025-12-18 07:11:16.213994
11,53,,260,82.126.174.122,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:11:17.015733
10,49,,263,80.215.225.100,flag{Command_Injection},correct,2025-12-18 07:11:39.027052
20,68,,265,185.184.192.249,Win7SP1x64,correct,2025-12-18 07:11:46.044436
31,36,,268,46.218.105.102,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:11:56.854829
7,68,,272,185.184.192.249,flag{Crawl_Master_2025},correct,2025-12-18 07:12:16.845230
10,68,,276,185.184.192.249,flag{Command_Injection},correct,2025-12-18 07:12:23.634866
20,49,,278,80.215.225.100,Win7SP1x64,correct,2025-12-18 07:12:32.865158
11,19,,280,81.65.153.41,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:12:34.727011
31,116,,283,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:12:48.777120
25,37,,284,82.66.23.99,flag{prime_modulous_is_fun},correct,2025-12-18 07:12:51.979860
20,35,,285,37.170.107.253,Win7SP1x64,correct,2025-12-18 07:12:56.925439
10,31,,286,93.9.127.6,flag{Command_Injection},correct,2025-12-18 07:13:18.828419
21,68,,288,185.184.192.249,YogChall,correct,2025-12-18 07:13:32.548610
37,25,,289,94.187.131.242,flag{Winloader},correct,2025-12-18 07:13:47.645256
39,52,,293,89.81.244.79,flag{rice.underway.pump},correct,2025-12-18 07:13:52.381454
35,85,,299,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:13:56.949826
21,49,,300,80.215.225.100,YogChall,correct,2025-12-18 07:13:57.834131
31,15,,301,78.242.201.16,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:14:03.911765
31,45,,303,91.167.173.10,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:14:25.184242
31,87,,308,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:14:43.387031
10,15,,309,78.242.201.16,flag{Command_Injection},correct,2025-12-18 07:14:44.503057
35,57,,311,82.66.23.99,flag{356_CoventryRoad},correct,2025-12-18 07:14:46.176328
31,81,,312,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:14:48.016590
31,34,,316,92.184.112.165,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:15:22.789961
22,79,,317,94.187.131.242,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:15:23.021342
10,16,,321,46.218.105.102,flag{Command_Injection},correct,2025-12-18 07:15:46.765489
10,19,,322,81.65.153.41,flag{Command_Injection},correct,2025-12-18 07:15:47.506138
3,45,,323,91.167.173.10,flag{w3ak_l1c3ns3_ch3ck_143243743243247324732463227343243274},correct,2025-12-18 07:15:48.301098
35,56,,329,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:16:03.734601
30,37,,340,82.66.23.99,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:16:36.036971
7,53,,347,82.126.174.122,flag{Crawl_Master_2025},correct,2025-12-18 07:16:59.368458
31,67,,348,82.66.23.99,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:17:06.352412
31,118,,349,13.38.63.117,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:17:08.381203
10,28,,351,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:17:25.157578
10,87,,355,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:17:51.749253
11,55,,357,139.28.218.132,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:18:06.061724
31,121,,359,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:18:14.471451
31,59,,360,77.159.232.243,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:18:17.711107
31,122,,362,77.159.232.243,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:18:37.462068
35,114,,363,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:18:47.307511
30,79,,364,94.187.131.242,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:18:47.820208
7,90,,366,104.28.42.23,flag{Crawl_Master_2025},correct,2025-12-18 07:18:58.953323
31,14,,371,146.70.194.89,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:19:50.068420
31,64,,372,82.66.23.99,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:19:52.819979
4,45,,375,91.167.173.10,flag{mult1_st4g3_vm_m4dn3ss_1321321843843743164123721932139213721396},correct,2025-12-18 07:20:19.720716
30,40,,376,82.66.23.99,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:20:32.969927
7,75,,382,77.159.232.243,flag{Crawl_Master_2025},correct,2025-12-18 07:20:39.918441
10,53,,384,82.126.174.122,flag{Command_Injection},correct,2025-12-18 07:20:41.596514
31,124,,389,176.181.59.85,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:21:09.056101
7,17,,390,176.141.153.112,flag{Crawl_Master_2025},correct,2025-12-18 07:22:52.226370
14,53,,391,82.126.174.122,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 07:23:17.503424
22,23,,392,156.146.61.34,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:23:17.738597
10,11,,393,78.244.11.142,flag{Command_Injection},correct,2025-12-18 07:23:19.370465
35,45,,398,91.167.173.10,flag{356_CoventryRoad},correct,2025-12-18 07:24:39.361178
31,127,,399,92.184.141.251,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:25:08.020262
7,18,,400,78.240.166.192,flag{Crawl_Master_2025},correct,2025-12-18 07:25:10.070291
31,117,,401,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:25:19.828208
10,18,,402,78.240.166.192,flag{Command_Injection},correct,2025-12-18 07:25:24.369726
31,42,,404,82.123.17.132,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:25:35.319305
31,128,,407,104.28.42.22,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:26:08.124424
31,126,,408,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:26:09.085932
10,14,,411,146.70.194.89,flag{Command_Injection},correct,2025-12-18 07:26:12.737952
13,68,,413,185.184.192.244,flag{sqlite_union_based_injection_success},correct,2025-12-18 07:26:16.057493
35,95,,415,46.218.105.102,flag{356_CoventryRoad},correct,2025-12-18 07:26:20.719831
15,68,,416,185.184.192.244,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:26:25.295444
35,106,,431,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:27:40.168326
13,69,,432,92.184.144.134,flag{sqlite_union_based_injection_success},correct,2025-12-18 07:27:41.398711
31,89,,435,46.193.56.11,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:27:51.985481
35,27,,437,92.184.107.228,flag{356_CoventryRoad},correct,2025-12-18 07:27:58.661099
11,16,,439,46.218.105.102,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:28:08.110533
15,69,,440,92.184.144.134,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:28:11.556093
30,112,,441,176.188.170.51,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:28:12.498378
31,120,,445,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:28:27.915803
31,131,,449,77.136.67.74,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:28:44.766504
13,49,,455,80.215.225.100,flag{sqlite_union_based_injection_success},correct,2025-12-18 07:28:57.714831
11,17,,458,176.141.153.112,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:29:02.918692
24,68,,459,185.184.192.244,AaZzEeRrTtYy112233*,correct,2025-12-18 07:29:05.718393
15,49,,462,80.215.225.100,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:29:10.201043
28,68,,464,185.184.192.244,flag{noice},correct,2025-12-18 07:29:16.706407
22,69,,465,92.184.144.134,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:29:25.332240
25,69,,467,92.184.144.134,flag{prime_modulous_is_fun},correct,2025-12-18 07:29:38.034867
40,27,,468,92.184.107.228,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:29:40.312696
30,69,,470,92.184.144.134,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:29:43.986312
20,69,,472,92.184.144.134,Win7SP1x64,correct,2025-12-18 07:29:53.073005
35,119,,475,86.245.132.204,flag{356_CoventryRoad},correct,2025-12-18 07:29:58.970657
35,102,,476,185.132.178.54,flag{356_CoventryRoad},correct,2025-12-18 07:29:59.157241
21,69,,477,92.184.144.134,YogChall,correct,2025-12-18 07:30:00.400517
23,69,,481,92.184.144.134,linkinpark,correct,2025-12-18 07:30:06.401415
24,69,,482,92.184.144.134,AaZzEeRrTtYy112233*,correct,2025-12-18 07:30:14.407878
26,69,,484,92.184.144.134,flag{images?we_dump_everything},correct,2025-12-18 07:30:21.817934
39,56,,485,77.136.66.9,flag{rice.underway.pump},correct,2025-12-18 07:30:22.539863
11,10,,486,46.218.105.102,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:30:23.428081
27,69,,487,92.184.144.134,flag{console_is_where_to_check},correct,2025-12-18 07:30:29.594880
7,14,,489,146.70.194.89,flag{Crawl_Master_2025},correct,2025-12-18 07:30:33.903931
28,69,,490,92.184.144.134,flag{noice},correct,2025-12-18 07:30:39.036079
29,69,,491,92.184.144.134,flag{deleted_files_recovered_from_mft},correct,2025-12-18 07:30:47.342675
39,23,,492,156.146.61.34,flag{rice.underway.pump},correct,2025-12-18 07:30:54.183904
31,132,,495,77.159.232.243,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:31:27.903242
10,127,,496,92.184.141.251,flag{Command_Injection},correct,2025-12-18 07:31:30.189387
7,19,,498,81.65.153.41,flag{Crawl_Master_2025},correct,2025-12-18 07:31:32.880607
10,85,,499,78.243.11.251,flag{Command_Injection},correct,2025-12-18 07:31:42.869373
11,49,,502,80.215.225.100,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:31:46.888900
31,91,,504,212.83.148.205,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:31:49.012898
18,108,,506,94.187.131.242,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:31:50.294919
7,55,,510,139.28.218.132,flag{Crawl_Master_2025},correct,2025-12-18 07:32:04.300565
14,15,,514,78.242.201.16,flag{sql_injection_then_ssti_priv_escalation},correct,2025-12-18 07:32:14.693992
10,115,,515,78.246.185.41,flag{Command_Injection},correct,2025-12-18 07:32:17.334078
10,37,,516,82.66.23.99,flag{Command_Injection},correct,2025-12-18 07:32:17.581812
31,76,,517,82.66.23.99,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:32:26.312723
10,110,,518,78.244.10.48,flag{Command_Injection},correct,2025-12-18 07:32:26.380918
11,35,,519,37.170.107.253,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:32:28.011938
31,78,,520,5.51.69.49,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:32:32.883184
10,47,,521,77.159.232.243,flag{Command_Injection},correct,2025-12-18 07:32:34.308381
10,89,,522,46.193.56.11,flag{Command_Injection},correct,2025-12-18 07:32:36.358926
31,94,,523,92.151.56.141,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:32:38.943057
26,49,,524,80.215.225.100,flag{images?we_dump_everything},correct,2025-12-18 07:32:39.980741
31,105,,525,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:32:49.113605
17,53,,527,82.126.174.122,flag{PHP_Development_Server?Never_do_this_in_prod!},correct,2025-12-18 07:32:52.099281
20,78,,529,5.51.69.49,Win7SP1x64,correct,2025-12-18 07:32:56.968417
27,49,,530,80.215.225.100,flag{console_is_where_to_check},correct,2025-12-18 07:32:57.798928
5,45,,536,91.167.173.10,flag{x0ring_is_simple_2137213843424362192321732136},correct,2025-12-18 07:33:10.499145
10,75,,538,77.159.232.243,flag{Command_Injection},correct,2025-12-18 07:33:16.512159
29,49,,539,80.215.225.100,flag{deleted_files_recovered_from_mft},correct,2025-12-18 07:33:21.694688
21,35,,546,37.170.107.253,YogChall,correct,2025-12-18 07:33:36.165925
7,10,,549,46.218.105.102,flag{Crawl_Master_2025},correct,2025-12-18 07:33:41.380793
10,56,,550,77.136.66.9,flag{Command_Injection},correct,2025-12-18 07:33:47.046252
10,126,,551,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:33:50.609643
22,68,,552,185.184.192.244,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:33:54.617410
13,35,,554,37.170.107.253,flag{sqlite_union_based_injection_success},correct,2025-12-18 07:33:59.939254
10,24,,555,88.178.49.170,flag{Command_Injection},correct,2025-12-18 07:34:02.177942
10,117,,557,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:34:05.456965
10,131,,561,77.136.67.74,flag{Command_Injection},correct,2025-12-18 07:34:15.677797
26,68,,564,185.184.192.244,flag{images?we_dump_everything},correct,2025-12-18 07:34:30.974876
39,27,,565,92.184.107.228,flag{rice.underway.pump},correct,2025-12-18 07:34:37.332388
10,38,,566,77.159.232.243,flag{Command_Injection},correct,2025-12-18 07:34:38.360491
27,68,,567,185.184.192.244,flag{console_is_where_to_check},correct,2025-12-18 07:34:38.480805
31,17,,569,176.141.153.112,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:34:41.785318
29,68,,571,185.184.192.244,flag{deleted_files_recovered_from_mft},correct,2025-12-18 07:34:46.717689
40,56,,572,77.136.66.9,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:35:00.245674
40,57,,573,77.205.18.111,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:35:03.591375
10,10,,574,46.218.105.102,flag{Command_Injection},correct,2025-12-18 07:35:11.111821
23,49,,579,80.215.225.100,linkinpark,correct,2025-12-18 07:35:30.901351
23,68,,581,185.184.192.244,linkinpark,correct,2025-12-18 07:35:33.788515
40,102,,582,185.132.178.54,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:35:33.996909
20,59,,583,81.185.168.134,Win7SP1x64,correct,2025-12-18 07:35:36.430235
24,49,,586,80.215.225.100,AaZzEeRrTtYy112233*,correct,2025-12-18 07:35:47.206823
31,16,,587,46.218.105.102,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:35:48.529146
31,133,,590,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:35:53.113621
35,117,,593,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:36:05.220624
31,130,,594,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:36:05.299810
31,101,,595,80.214.223.111,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:36:05.574125
31,86,,596,78.242.205.178,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:36:05.748381
28,49,,600,80.215.225.100,flag{noice},correct,2025-12-18 07:36:11.309116
30,35,,608,37.170.107.253,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:36:16.350834
21,78,,611,5.51.69.49,YogChall,correct,2025-12-18 07:36:24.244764
25,35,,618,37.170.107.253,flag{prime_modulous_is_fun},correct,2025-12-18 07:36:40.779507
25,45,,619,91.167.173.10,flag{prime_modulous_is_fun},correct,2025-12-18 07:36:41.749390
40,109,,620,90.7.197.109,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:36:41.802798
25,15,,623,78.242.201.16,flag{prime_modulous_is_fun},correct,2025-12-18 07:36:44.571205
35,20,,625,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:36:48.042159
22,35,,626,37.170.107.253,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:36:50.770318
21,59,,635,81.185.168.134,YogChall,correct,2025-12-18 07:37:06.488772
26,35,,636,37.170.107.253,flag{images?we_dump_everything},correct,2025-12-18 07:37:07.369751
35,24,,637,88.178.49.170,flag{356_CoventryRoad},correct,2025-12-18 07:37:08.239649
10,118,,639,15.236.218.30,flag{Command_Injection},correct,2025-12-18 07:37:12.711873
22,49,,642,80.215.225.100,flag{without_factorization_rsa_is_easy},correct,2025-12-18 07:37:18.869807
31,134,,645,94.187.131.242,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:37:20.371067
18,17,,646,176.141.153.112,flag{SQL_Injection_is_Dangerous!},correct,2025-12-18 07:37:21.347923
40,23,,647,156.146.61.34,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:37:21.674001
30,68,,649,185.184.192.244,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:37:26.309145
27,35,,650,37.170.107.253,flag{console_is_where_to_check},correct,2025-12-18 07:37:27.059476
31,129,,654,212.83.147.227,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:37:31.052776
25,49,,656,80.215.225.100,flag{prime_modulous_is_fun},correct,2025-12-18 07:37:32.561668
25,68,,657,185.184.192.244,flag{prime_modulous_is_fun},correct,2025-12-18 07:37:32.920745
29,35,,659,37.170.107.253,flag{deleted_files_recovered_from_mft},correct,2025-12-18 07:37:37.902681
30,49,,663,80.215.225.100,flag{ITs_4ll_Ab0uT_X0R},correct,2025-12-18 07:37:45.721155
35,18,,667,78.240.166.192,flag{356_CoventryRoad},correct,2025-12-18 07:37:55.335983
25,112,,671,176.188.170.51,flag{prime_modulous_is_fun},correct,2025-12-18 07:38:06.074603
7,111,,672,185.165.241.209,flag{Crawl_Master_2025},correct,2025-12-18 07:38:08.327421
40,24,,675,88.178.49.170,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:38:41.276391
40,106,,678,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:38:44.685039
11,68,,679,185.184.192.244,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:38:47.133846
39,57,,680,77.205.18.111,flag{rice.underway.pump},correct,2025-12-18 07:38:47.420148
31,93,,681,89.81.244.139,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:38:47.885078
29,112,,682,176.188.170.51,flag{deleted_files_recovered_from_mft},correct,2025-12-18 07:38:50.881060
11,69,,684,92.184.144.134,flag{1d0r_w1th_h34d3r_byp455_ftw},correct,2025-12-18 07:38:54.324902
6,45,,685,91.167.173.10,flag{R3fl3ct_M3!?},correct,2025-12-18 07:38:56.026249
7,131,,686,77.136.67.74,flag{Crawl_Master_2025},correct,2025-12-18 07:38:57.103678
6,15,,687,78.242.201.16,flag{R3fl3ct_M3!?},correct,2025-12-18 07:39:02.928503
5,33,,692,82.66.23.99,flag{x0ring_is_simple_2137213843424362192321732136},correct,2025-12-18 07:39:06.349448
15,10,,700,46.218.105.102,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:39:16.831911
35,126,,703,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:39:25.853610
25,109,,704,90.7.197.109,flag{prime_modulous_is_fun},correct,2025-12-18 07:39:26.722024
31,48,,706,79.174.192.106,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:39:29.533309
31,135,,712,51.159.195.187,flag{Y0u_P4sS_The_RulEs},correct,2025-12-18 07:39:47.308094
23,35,,714,37.170.107.253,linkinpark,correct,2025-12-18 07:39:56.262464
7,112,,715,176.188.170.51,flag{Crawl_Master_2025},correct,2025-12-18 07:39:56.764832
39,95,,717,46.218.105.102,flag{rice.underway.pump},correct,2025-12-18 07:40:01.280792
40,20,,718,94.187.131.242,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:40:04.227909
39,106,,719,94.187.131.242,flag{rice.underway.pump},correct,2025-12-18 07:40:04.615753
13,10,,720,46.218.105.102,flag{sqlite_union_based_injection_success},correct,2025-12-18 07:40:06.286624
24,35,,722,37.170.107.253,AaZzEeRrTtYy112233*,correct,2025-12-18 07:40:08.667919
40,18,,726,78.240.166.192,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:40:13.333152
28,35,,728,37.170.107.253,flag{noice},correct,2025-12-18 07:40:20.516895
15,35,,736,37.170.107.253,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:40:31.800372
10,116,,739,94.187.131.242,flag{Command_Injection},correct,2025-12-18 07:40:36.151057
35,120,,744,94.187.131.242,flag{356_CoventryRoad},correct,2025-12-18 07:40:49.228821
27,112,,747,176.188.170.51,flag{console_is_where_to_check},correct,2025-12-18 07:40:56.900453
40,95,,748,46.218.105.102,flag{zlata_ulicka_u_daliborky},correct,2025-12-18 07:40:57.271656
15,115,,756,78.246.185.41,flag{WeakJWT_Admin_Bypass},correct,2025-12-18 07:41:14.527712
26,112,,760,176.188.170.51,flag{images?we_dump_everything},correct,2025-12-18 07:41:23.150432
25,16,,763,46.218.105.102,flag{prime_modulous_is_fun},correct,2025-12-18 07:41:25.178895
10,83,,764,154.47.27.228,flag{Command_Injection},correct,2025-12-18 07:41:25.491134
